Datum;Altersklasse;Geschlecht;Anzahl_Personen
2022-04-25;50 - 59;MA;9
2022-04-25;60 - 69;FE;5
2022-04-25;60 - 69;MA;6
2022-04-25;70 - 79;FE;6
2022-04-25;70 - 79;MA;7
2022-04-25;80 - 89;FE;2
2022-04-25;80 - 89;MA;1
2022-04-26;> 89;MA;1
2022-04-26;00 - 09;FE;2
2022-04-26;00 - 09;MA;2
2022-04-26;10 - 19;FE;4
2022-04-26;10 - 19;MA;3
2022-04-26;20 - 29;FE;8
2022-04-26;20 - 29;MA;3
2022-04-26;30 - 39;FE;7
2022-04-26;30 - 39;MA;3
2022-04-26;40 - 49;FE;5
2022-04-26;40 - 49;MA;6
2022-04-26;50 - 59;FE;13
2022-04-26;50 - 59;MA;7
2022-04-26;60 - 69;FE;7
2022-04-26;60 - 69;MA;4
2022-04-26;70 - 79;MA;5
2022-04-26;80 - 89;FE;3
2022-04-26;80 - 89;MA;4
2022-04-27;> 89;FE;2
2022-04-27;> 89;MA;3
2022-04-27;00 - 09;FE;2
2022-04-27;00 - 09;MA;3
2022-04-27;10 - 19;FE;3
2022-04-27;10 - 19;MA;2
2022-04-27;20 - 29;FE;11
2022-04-27;20 - 29;MA;3
2022-04-27;30 - 39;FE;13
2022-04-27;30 - 39;MA;6
2022-04-27;40 - 49;FE;5
2022-04-27;40 - 49;MA;6
2022-04-27;50 - 59;FE;6
2022-04-27;50 - 59;MA;4
2022-04-27;60 - 69;FE;5
2022-04-27;60 - 69;MA;6
2022-04-27;70 - 79;FE;6
2022-04-27;70 - 79;MA;2
2022-04-27;80 - 89;FE;5
2022-04-27;80 - 89;MA;3
2022-04-28;00 - 09;MA;2
2022-04-28;10 - 19;FE;2
2022-04-28;20 - 29;FE;4
2022-04-28;20 - 29;MA;6
2022-04-28;30 - 39;FE;9
2022-04-28;30 - 39;MA;8
2022-04-28;40 - 49;FE;3
2022-04-28;40 - 49;MA;4
2022-04-28;50 - 59;FE;7
2022-04-28;50 - 59;MA;4
2022-04-28;60 - 69;FE;8
2022-04-28;60 - 69;MA;3
2022-04-28;70 - 79;FE;4
2022-04-28;70 - 79;MA;3
2022-04-28;80 - 89;FE;3
2022-04-29;> 89;MA;1
2022-04-29;00 - 09;MA;1
2022-04-29;10 - 19;FE;1
2022-04-29;20 - 29;FE;1
2022-04-29;30 - 39;FE;3
2022-04-29;30 - 39;MA;4
2022-04-29;40 - 49;FE;1
2022-04-29;40 - 49;MA;1
2022-04-29;50 - 59;FE;3
2022-04-29;50 - 59;MA;1
2022-04-29;60 - 69;FE;2
2022-04-29;60 - 69;MA;2
2022-04-29;80 - 89;FE;1
2022-04-29;80 - 89;MA;2
2022-04-30;> 89;FE;3
2022-04-30;00 - 09;MA;1
2022-04-30;10 - 19;FE;3
2022-04-30;10 - 19;MA;1
2022-04-30;20 - 29;FE;5
2022-04-30;20 - 29;MA;1
2022-04-30;30 - 39;FE;5
2022-04-30;30 - 39;MA;8
2022-04-30;40 - 49;FE;5
2022-04-30;40 - 49;MA;3
2022-04-30;50 - 59;FE;5
2022-04-30;50 - 59;MA;6
2022-04-30;60 - 69;MA;3
2022-04-30;70 - 79;FE;3
2022-04-30;80 - 89;FE;2
2022-04-30;80 - 89;MA;1
2022-05-01;> 89;FE;2
2022-05-01;> 89;MA;1
2022-05-01;10 - 19;FE;3
2022-05-01;10 - 19;MA;1
2022-05-01;20 - 29;FE;2
2022-05-01;20 - 29;MA;2
2022-05-01;30 - 39;FE;2
2022-05-01;30 - 39;MA;1
2022-05-01;40 - 49;FE;2
2022-05-01;50 - 59;FE;3
2022-05-01;50 - 59;MA;2
2022-05-01;70 - 79;FE;3
2022-05-01;70 - 79;MA;4
2022-05-01;80 - 89;FE;4
2022-05-02;> 89;FE;2
2022-05-02;> 89;MA;1
2022-05-02;00 - 09;FE;2
2022-05-02;00 - 09;MA;2
2022-05-02;10 - 19;FE;1
2022-05-02;10 - 19;MA;6
2022-05-02;20 - 29;FE;7
2022-05-02;20 - 29;MA;4
2022-05-02;30 - 39;FE;12
2022-05-02;30 - 39;MA;13
2022-05-02;40 - 49;FE;4
2022-05-02;40 - 49;MA;6
2022-05-02;50 - 59;FE;5
2022-05-02;50 - 59;MA;2
2022-05-02;60 - 69;FE;5
2022-05-02;60 - 69;MA;3
2022-05-02;70 - 79;MA;5
2022-05-02;80 - 89;FE;1
2022-05-02;80 - 89;MA;1
2022-05-03;> 89;FE;2
2022-05-03;> 89;MA;2
2022-05-03;10 - 19;FE;4
2022-05-03;10 - 19;MA;1
2022-05-03;20 - 29;FE;6
2022-05-03;20 - 29;MA;2
2022-05-03;30 - 39;FE;9
2022-05-03;30 - 39;MA;6
2022-05-03;40 - 49;FE;3
2022-05-03;40 - 49;MA;2
2022-05-03;50 - 59;FE;8
2022-05-03;50 - 59;MA;6
2022-05-03;60 - 69;FE;7
2022-05-03;60 - 69;MA;6
2022-05-03;70 - 79;FE;12
2022-05-03;70 - 79;MA;5
2022-05-03;80 - 89;FE;3
2022-05-03;80 - 89;MA;2
2022-05-04;00 - 09;FE;1
2022-05-04;00 - 09;MA;1
2022-05-04;10 - 19;FE;2
2022-05-04;10 - 19;MA;3
2022-05-04;20 - 29;FE;8
2022-05-04;20 - 29;MA;4
2022-05-04;30 - 39;FE;11
2022-05-04;30 - 39;MA;7
2022-05-04;40 - 49;FE;5
2022-05-04;40 - 49;MA;4
2022-05-04;50 - 59;FE;10
2022-05-04;50 - 59;MA;5
2022-05-04;60 - 69;FE;2
2022-05-04;60 - 69;MA;4
2022-05-04;70 - 79;MA;2
2022-05-04;80 - 89;FE;2
2022-05-04;80 - 89;MA;1
2022-05-05;> 89;FE;3
2022-05-05;00 - 09;FE;1
2022-05-05;00 - 09;MA;1
2022-05-05;10 - 19;FE;3
2022-05-05;10 - 19;MA;2
2022-05-05;20 - 29;FE;4
2022-05-05;20 - 29;MA;4
2022-05-05;30 - 39;FE;6
2022-05-05;30 - 39;MA;3
2022-05-05;40 - 49;FE;5
2022-05-05;40 - 49;MA;2
2022-05-05;50 - 59;FE;4
2022-05-05;50 - 59;MA;7
2022-05-05;60 - 69;FE;7
2022-05-05;60 - 69;MA;1
2022-05-05;70 - 79;FE;1
2022-05-05;70 - 79;MA;3
2022-05-05;80 - 89;FE;3
2022-05-05;80 - 89;MA;2
2022-05-06;> 89;FE;2
2022-05-06;00 - 09;FE;1
2022-05-06;00 - 09;MA;1
2022-05-06;10 - 19;FE;1
2022-05-06;10 - 19;MA;1
2022-05-06;20 - 29;FE;2
2022-05-06;20 - 29;MA;2
2022-05-06;30 - 39;FE;2
2022-05-06;30 - 39;MA;8
2022-05-06;40 - 49;FE;6
2022-05-06;40 - 49;MA;5
2022-05-06;50 - 59;FE;6
2022-05-06;50 - 59;MA;7
2022-05-06;60 - 69;FE;5
2022-05-06;60 - 69;MA;7
2022-05-06;70 - 79;FE;2
2022-05-06;70 - 79;MA;4
2022-05-06;80 - 89;FE;1
2022-05-06;80 - 89;MA;2
2022-05-07;> 89;FE;2
2022-05-07;00 - 09;MA;1
2022-05-07;10 - 19;FE;1
2022-05-07;10 - 19;MA;1
2022-05-07;20 - 29;FE;1
2022-05-07;20 - 29;MA;1
2022-05-07;30 - 39;FE;3
2022-05-07;30 - 39;MA;3
2022-05-07;40 - 49;FE;2
2022-05-07;40 - 49;MA;3
2022-05-07;50 - 59;FE;4
2022-05-07;50 - 59;MA;5
2022-05-07;60 - 69;FE;1
2022-05-07;60 - 69;MA;5
2022-05-07;70 - 79;FE;1
2022-05-07;70 - 79;MA;1
2022-05-07;80 - 89;FE;1
2022-05-07;80 - 89;MA;1
2022-05-08;> 89;FE;1
2022-05-08;00 - 09;FE;1
2022-05-08;20 - 29;FE;1
2022-05-08;30 - 39;FE;4
2022-05-08;30 - 39;MA;1
2022-05-08;40 - 49;FE;1
2022-05-08;40 - 49;MA;1
2022-05-08;50 - 59;FE;2
2022-05-08;50 - 59;MA;4
2022-05-08;60 - 69;FE;2
2022-05-08;60 - 69;MA;2
2022-05-08;80 - 89;FE;3
2022-05-09;> 89;MA;1
2022-05-09;00 - 09;FE;1
2022-05-09;10 - 19;FE;1
2022-05-09;10 - 19;MA;1
2022-05-09;20 - 29;FE;7
2022-05-09;20 - 29;MA;3
2022-05-09;30 - 39;FE;7
2022-05-09;30 - 39;MA;6
2022-05-09;40 - 49;FE;4
2022-05-09;40 - 49;MA;5
2022-05-09;50 - 59;FE;15
2022-05-09;50 - 59;MA;4
2022-05-09;60 - 69;FE;5
2022-05-09;60 - 69;MA;6
2022-05-09;70 - 79;MA;5
2022-05-09;80 - 89;MA;1
2022-05-10;> 89;FE;2
2022-05-10;00 - 09;FE;3
2022-05-10;00 - 09;MA;6
2022-05-10;10 - 19;FE;1
2022-05-10;10 - 19;MA;2
2022-05-10;20 - 29;FE;9
2022-05-10;20 - 29;MA;1
2022-05-10;30 - 39;FE;9
2022-05-10;30 - 39;MA;8
2022-05-10;40 - 49;FE;14
2022-05-10;40 - 49;MA;2
2022-05-10;50 - 59;FE;3
2022-05-10;50 - 59;MA;6
2022-05-10;60 - 69;FE;5
2022-05-10;60 - 69;MA;1
2022-05-10;70 - 79;FE;2
2022-05-10;70 - 79;MA;2
2022-05-10;80 - 89;FE;1
2022-05-10;80 - 89;MA;1
2022-05-11;> 89;MA;1
2022-05-11;00 - 09;FE;2
2022-05-11;10 - 19;MA;1
2022-05-11;20 - 29;FE;3
2022-05-11;20 - 29;MA;4
2022-05-11;30 - 39;FE;2
2022-05-11;30 - 39;MA;7
2022-05-11;40 - 49;FE;3
2022-05-11;40 - 49;MA;4
2022-05-11;50 - 59;FE;6
2022-05-11;50 - 59;MA;2
2022-05-11;60 - 69;FE;8
2022-05-11;60 - 69;MA;7
2022-05-11;70 - 79;FE;1
2022-05-11;70 - 79;MA;3
2022-05-11;80 - 89;FE;1
2022-05-11;80 - 89;MA;1
2022-05-12;> 89;MA;1
2022-05-12;10 - 19;FE;1
2022-05-12;10 - 19;MA;1
2022-05-12;20 - 29;FE;3
2022-05-12;20 - 29;MA;3
2022-05-12;30 - 39;FE;8
2022-05-12;30 - 39;MA;6
2022-05-12;40 - 49;FE;3
2022-05-12;40 - 49;MA;3
2022-05-12;50 - 59;FE;2
2022-05-12;60 - 69;FE;1
2022-05-12;70 - 79;FE;1
2022-05-12;70 - 79;MA;2
2022-05-12;80 - 89;FE;1
2022-05-13;> 89;MA;1
2022-05-13;00 - 09;FE;1
2022-05-13;20 - 29;FE;6
2022-05-13;30 - 39;FE;7
2022-05-13;30 - 39;MA;3
2022-05-13;40 - 49;FE;1
2022-05-13;40 - 49;MA;2
2022-05-13;50 - 59;FE;3
2022-05-13;50 - 59;MA;1
2022-05-13;60 - 69;FE;5
2022-05-13;60 - 69;MA;3
2022-05-13;70 - 79;FE;2
2022-05-13;70 - 79;MA;2
2022-05-13;80 - 89;MA;1
2022-05-14;> 89;FE;2
2022-05-14;20 - 29;FE;2
2022-05-14;20 - 29;MA;3
2022-05-14;30 - 39;FE;2
2022-05-14;30 - 39;MA;6
2022-05-14;40 - 49;MA;1
2022-05-14;50 - 59;FE;4
2022-05-14;50 - 59;MA;3
2022-05-14;60 - 69;FE;2
2022-05-14;60 - 69;MA;1
2022-05-14;70 - 79;FE;1
2022-05-14;70 - 79;MA;2
2022-05-14;80 - 89;FE;2
2022-05-15;00 - 09;FE;1
2022-05-15;00 - 09;MA;3
2022-05-15;20 - 29;FE;2
2022-05-15;30 - 39;MA;4
2022-05-15;40 - 49;FE;2
2022-05-15;40 - 49;MA;1
2022-05-15;50 - 59;FE;4
2022-05-15;50 - 59;MA;3
2022-05-15;60 - 69;FE;1
2022-05-15;70 - 79;MA;1
2022-05-15;80 - 89;FE;1
2022-05-15;80 - 89;MA;1
2022-05-16;00 - 09;FE;1
2022-05-16;00 - 09;MA;3
2022-05-16;20 - 29;FE;1
2022-05-16;20 - 29;MA;3
2022-05-16;30 - 39;FE;5
2022-05-16;30 - 39;MA;8
2022-05-16;40 - 49;FE;4
2022-05-16;40 - 49;MA;9
2022-05-16;50 - 59;FE;3
2022-05-16;50 - 59;MA;3
2022-05-16;60 - 69;FE;8
2022-05-16;60 - 69;MA;2
2022-05-16;70 - 79;FE;2
2022-05-16;80 - 89;MA;1
2022-05-17;10 - 19;FE;1
2022-05-17;10 - 19;MA;1
2022-05-17;20 - 29;FE;5
2022-05-17;20 - 29;MA;2
2022-05-17;30 - 39;FE;1
2022-05-17;30 - 39;MA;5
2022-05-17;40 - 49;FE;4
2022-05-17;40 - 49;MA;5
2022-05-17;50 - 59;FE;6
2022-05-17;50 - 59;MA;5
2022-05-17;60 - 69;FE;8
2022-05-17;60 - 69;MA;5
2022-05-17;70 - 79;FE;3
2022-05-17;70 - 79;MA;3
2022-05-17;80 - 89;FE;1
2022-05-17;80 - 89;MA;1
2022-05-18;> 89;FE;1
2022-05-18;20 - 29;MA;2
2022-05-18;30 - 39;FE;9
2022-05-18;30 - 39;MA;3
2022-05-18;40 - 49;FE;3
2022-05-18;40 - 49;MA;2
2022-05-18;50 - 59;FE;6
2022-05-18;50 - 59;MA;2
2022-05-18;60 - 69;FE;2
2022-05-18;60 - 69;MA;2
2022-05-18;70 - 79;FE;2
2022-05-18;70 - 79;MA;3
2022-05-18;80 - 89;FE;1
2022-05-18;80 - 89;MA;1
2022-05-19;00 - 09;MA;1
2022-05-19;10 - 19;MA;1
2022-05-19;20 - 29;FE;2
2022-05-19;20 - 29;MA;2
2022-05-19;30 - 39;FE;4
2022-05-19;30 - 39;MA;5
2022-05-19;40 - 49;FE;2
2022-05-19;40 - 49;MA;6
2022-05-19;50 - 59;FE;5
2022-05-19;50 - 59;MA;3
2022-05-19;60 - 69;FE;2
2022-05-19;60 - 69;MA;4
2022-05-19;70 - 79;FE;2
2022-05-19;70 - 79;MA;3
2022-05-19;80 - 89;FE;1
2022-05-20;10 - 19;MA;2
2022-05-20;20 - 29;FE;1
2022-05-20;20 - 29;MA;4
2022-05-20;30 - 39;FE;8
2022-05-20;30 - 39;MA;3
2022-05-20;40 - 49;FE;2
2022-05-20;40 - 49;MA;2
2022-05-20;50 - 59;FE;1
2022-05-20;50 - 59;MA;1
2022-05-20;60 - 69;FE;1
2022-05-20;60 - 69;MA;1
2022-05-20;70 - 79;MA;2
2022-05-20;80 - 89;MA;1
2022-05-21;10 - 19;FE;1
2022-05-21;20 - 29;FE;4
2022-05-21;30 - 39;FE;4
2022-05-21;40 - 49;FE;2
2022-05-21;40 - 49;MA;1
2022-05-21;60 - 69;FE;1
2022-05-21;60 - 69;MA;1
2022-05-21;70 - 79;FE;2
2022-05-21;70 - 79;MA;1
2022-05-21;80 - 89;MA;1
2022-05-22;20 - 29;FE;1
2022-05-22;30 - 39;FE;2
2022-05-22;30 - 39;MA;1
2022-05-22;40 - 49;FE;2
2022-05-22;40 - 49;MA;1
2022-05-22;50 - 59;FE;2
2022-05-22;50 - 59;MA;4
2022-05-22;60 - 69;FE;1
2022-05-22;60 - 69;MA;1
2022-05-22;70 - 79;MA;2
2022-05-22;80 - 89;FE;2
2022-05-23;> 89;MA;1
2022-05-23;00 - 09;MA;1
2022-05-23;20 - 29;FE;1
2022-05-23;20 - 29;MA;3
2022-05-23;30 - 39;FE;4
2022-05-23;30 - 39;MA;2
2022-05-23;40 - 49;FE;7
2022-05-23;40 - 49;MA;4
2022-05-23;50 - 59;FE;2
2022-05-23;50 - 59;MA;3
2022-05-23;60 - 69;FE;3
2022-05-23;60 - 69;MA;2
2022-05-23;70 - 79;FE;3
2022-05-23;70 - 79;MA;1
2022-05-23;80 - 89;FE;1
2022-05-23;80 - 89;MA;1
2022-05-24;> 89;MA;2
2022-05-24;30 - 39;FE;1
2022-05-24;30 - 39;MA;4
2022-05-24;40 - 49;FE;4
2022-05-24;50 - 59;FE;6
2022-05-24;50 - 59;MA;7
2022-05-24;60 - 69;FE;3
2022-05-24;60 - 69;MA;1
2022-05-24;70 - 79;FE;3
2022-05-24;70 - 79;MA;5
2022-05-24;80 - 89;FE;1
2022-05-25;20 - 29;FE;2
2022-05-25;30 - 39;FE;5
2022-05-25;30 - 39;MA;3
2022-05-25;40 - 49;FE;1
2022-05-25;40 - 49;MA;1
2022-05-25;50 - 59;FE;9
2022-05-25;50 - 59;MA;1
2022-05-25;60 - 69;FE;2
2022-05-25;60 - 69;MA;1
2022-05-26;30 - 39;FE;3
2022-05-26;40 - 49;MA;1
2022-05-26;50 - 59;MA;1
2022-05-26;80 - 89;FE;2
2022-05-27;10 - 19;FE;1
2022-05-27;10 - 19;MA;1
2022-05-27;20 - 29;FE;2
2022-05-27;30 - 39;FE;5
2022-05-27;30 - 39;MA;1
2022-05-27;40 - 49;FE;4
2022-05-27;40 - 49;MA;2
2022-05-27;50 - 59;FE;2
2022-05-27;50 - 59;MA;2
2022-05-27;60 - 69;FE;4
2022-05-27;70 - 79;FE;1
2022-05-27;80 - 89;FE;1
2022-05-27;80 - 89;MA;1
2022-05-28;> 89;FE;1
2022-05-28;10 - 19;MA;1
2022-05-28;30 - 39;FE;4
2022-05-28;30 - 39;MA;1
2022-05-28;40 - 49;MA;3
2022-05-28;50 - 59;MA;2
2022-05-28;60 - 69;FE;2
2022-05-28;60 - 69;MA;2
2022-05-28;70 - 79;FE;1
2022-05-28;80 - 89;MA;1
2022-05-29;10 - 19;FE;2
2022-05-29;20 - 29;FE;1
2022-05-29;30 - 39;FE;4
2022-05-29;30 - 39;MA;1
2022-05-29;40 - 49;FE;2
2022-05-29;40 - 49;MA;2
2022-05-29;70 - 79;MA;2
2022-05-30;> 89;FE;1
2022-05-30;> 89;MA;1
2022-05-30;20 - 29;FE;7
2022-05-30;20 - 29;MA;3
2022-05-30;30 - 39;FE;7
2022-05-30;30 - 39;MA;8
2022-05-30;40 - 49;FE;4
2022-05-30;40 - 49;MA;3
2022-05-30;50 - 59;MA;4
2022-05-30;60 - 69;FE;2
2022-05-30;70 - 79;FE;2
2022-05-30;70 - 79;MA;2
2022-05-30;80 - 89;FE;2
2022-05-31;> 89;MA;2
2022-05-31;20 - 29;FE;3
2022-05-31;20 - 29;MA;1
2022-05-31;30 - 39;FE;6
2022-05-31;30 - 39;MA;5
2022-05-31;40 - 49;FE;4
2022-05-31;40 - 49;MA;3
2022-05-31;50 - 59;FE;2
2022-05-31;50 - 59;MA;2
2022-05-31;60 - 69;FE;3
2022-05-31;60 - 69;MA;4
2022-05-31;70 - 79;FE;3
2022-05-31;70 - 79;MA;1
2022-05-31;80 - 89;MA;1
2022-06-01;10 - 19;FE;2
2022-06-01;10 - 19;MA;1
2022-06-01;20 - 29;FE;3
2022-06-01;20 - 29;MA;8
2022-06-01;30 - 39;FE;7
2022-06-01;30 - 39;MA;6
2022-06-01;40 - 49;FE;1
2022-06-01;40 - 49;MA;2
2022-06-01;50 - 59;FE;7
2022-06-01;50 - 59;MA;6
2022-06-01;60 - 69;FE;1
2022-06-01;60 - 69;MA;4
2022-06-01;70 - 79;FE;2
2022-06-01;80 - 89;FE;2
2022-06-01;80 - 89;MA;1
2022-06-02;> 89;MA;3
2022-06-02;00 - 09;FE;1
2022-06-02;10 - 19;MA;1
2022-06-02;20 - 29;FE;4
2022-06-02;20 - 29;MA;1
2022-06-02;30 - 39;FE;8
2022-06-02;30 - 39;MA;10
2022-06-02;40 - 49;FE;2
2022-06-02;40 - 49;MA;5
2022-06-02;50 - 59;FE;7
2022-06-02;50 - 59;MA;4
2022-06-02;60 - 69;FE;6
2022-06-02;60 - 69;MA;7
2022-06-02;70 - 79;FE;4
2022-06-02;70 - 79;MA;2
2022-06-02;80 - 89;FE;1
2022-06-03;00 - 09;MA;1
2022-06-03;10 - 19;MA;1
2022-06-03;20 - 29;FE;2
2022-06-03;20 - 29;MA;3
2022-06-03;30 - 39;FE;8
2022-06-03;30 - 39;MA;7
2022-06-03;40 - 49;FE;2
2022-06-03;40 - 49;MA;1
2022-06-03;50 - 59;FE;7
2022-06-03;50 - 59;MA;6
2022-06-03;60 - 69;FE;2
2022-06-03;60 - 69;MA;2
2022-06-03;70 - 79;FE;3
2022-06-03;70 - 79;MA;1
2022-06-03;80 - 89;FE;1
2022-06-04;> 89;MA;1
2022-06-04;20 - 29;FE;6
2022-06-04;20 - 29;MA;3
2022-06-04;30 - 39;MA;6
2022-06-04;40 - 49;FE;3
2022-06-04;40 - 49;MA;3
2022-06-04;50 - 59;FE;7
2022-06-04;50 - 59;MA;3
2022-06-04;60 - 69;FE;2
2022-06-04;70 - 79;FE;1
2022-06-04;70 - 79;MA;1
2022-06-04;80 - 89;FE;1
2022-06-04;80 - 89;MA;1
2022-06-05;> 89;FE;2
2022-06-05;10 - 19;FE;3
2022-06-05;20 - 29;FE;3
2022-06-05;20 - 29;MA;1
2022-06-05;30 - 39;FE;3
2022-06-05;30 - 39;MA;2
2022-06-05;40 - 49;FE;7
2022-06-05;40 - 49;MA;4
2022-06-05;50 - 59;FE;4
2022-06-05;50 - 59;MA;2
2022-06-05;70 - 79;FE;1
2022-06-05;80 - 89;FE;1
2022-06-06;> 89;FE;3
2022-06-06;> 89;MA;1
2022-06-06;10 - 19;FE;2
2022-06-06;20 - 29;FE;4
2022-06-06;20 - 29;MA;2
2022-06-06;30 - 39;FE;4
2022-06-06;30 - 39;MA;5
2022-06-06;40 - 49;FE;1
2022-06-06;40 - 49;MA;1
2022-06-06;50 - 59;FE;3
2022-06-06;50 - 59;MA;5
2022-06-06;60 - 69;FE;1
2022-06-06;60 - 69;MA;3
2022-06-06;70 - 79;FE;2
2022-06-06;80 - 89;FE;4
2022-06-07;> 89;FE;2
2022-06-07;> 89;MA;1
2022-06-07;00 - 09;FE;2
2022-06-07;00 - 09;MA;1
2022-06-07;20 - 29;FE;10
2022-06-07;20 - 29;MA;8
2022-06-07;30 - 39;FE;11
2022-06-07;30 - 39;MA;9
2022-06-07;40 - 49;FE;10
2022-06-07;40 - 49;MA;8
2022-06-07;50 - 59;FE;7
2022-06-07;50 - 59;MA;5
2022-06-07;60 - 69;FE;6
2022-06-07;60 - 69;MA;2
2022-06-07;70 - 79;FE;3
2022-06-07;80 - 89;FE;1
2022-06-07;80 - 89;MA;2
2022-06-08;00 - 09;MA;1
2022-06-08;10 - 19;FE;2
2022-06-08;10 - 19;MA;4
2022-06-08;20 - 29;FE;9
2022-06-08;20 - 29;MA;7
2022-06-08;30 - 39;FE;8
2022-06-08;30 - 39;MA;5
2022-06-08;40 - 49;FE;5
2022-06-08;40 - 49;MA;9
2022-06-08;50 - 59;FE;6
2022-06-08;50 - 59;MA;7
2022-06-08;60 - 69;FE;6
2022-06-08;60 - 69;MA;2
2022-06-08;70 - 79;FE;2
2022-06-08;70 - 79;MA;4
2022-06-08;80 - 89;FE;1
2022-06-09;00 - 09;FE;2
2022-06-09;10 - 19;FE;4
2022-06-09;10 - 19;MA;2
2022-06-09;20 - 29;FE;6
2022-06-09;20 - 29;MA;7
2022-06-09;30 - 39;FE;15
2022-06-09;30 - 39;MA;13
2022-06-09;40 - 49;FE;5
2022-06-09;40 - 49;MA;6
2022-06-09;50 - 59;FE;8
2022-06-09;50 - 59;MA;7
2022-06-09;60 - 69;FE;2
2022-06-09;60 - 69;MA;7
2022-06-09;70 - 79;FE;2
2022-06-09;70 - 79;MA;2
2022-06-09;80 - 89;FE;3
2022-06-10;> 89;FE;1
2022-06-10;10 - 19;FE;2
2022-06-10;10 - 19;MA;2
2022-06-10;20 - 29;FE;4
2022-06-10;20 - 29;MA;9
2022-06-10;30 - 39;FE;10
2022-06-10;30 - 39;MA;9
2022-06-10;40 - 49;FE;5
2022-06-10;40 - 49;MA;5
2022-06-10;50 - 59;FE;8
2022-06-10;50 - 59;MA;3
2022-06-10;60 - 69;FE;1
2022-06-10;60 - 69;MA;3
2022-06-10;70 - 79;FE;3
2022-06-10;70 - 79;MA;3
2022-06-10;80 - 89;FE;1
2022-06-10;80 - 89;MA;5
2022-06-11;> 89;FE;2
2022-06-11;00 - 09;FE;1
2022-06-11;00 - 09;MA;1
2022-06-11;10 - 19;FE;4
2022-06-11;20 - 29;FE;2
2022-06-11;20 - 29;MA;2
2022-06-11;30 - 39;FE;8
2022-06-11;30 - 39;MA;5
2022-06-11;40 - 49;FE;7
2022-06-11;40 - 49;MA;2
2022-06-11;50 - 59;FE;6
2022-06-11;50 - 59;MA;5
2022-06-11;60 - 69;FE;6
2022-06-11;60 - 69;MA;5
2022-06-11;70 - 79;FE;1
2022-06-11;70 - 79;MA;1
2022-06-11;80 - 89;FE;3
2022-06-12;> 89;FE;1
2022-06-12;00 - 09;MA;1
2022-06-12;10 - 19;FE;1
2022-06-12;10 - 19;MA;1
2022-06-12;20 - 29;MA;1
2022-06-12;30 - 39;FE;5
2022-06-12;30 - 39;MA;4
2022-06-12;40 - 49;FE;5
2022-06-12;40 - 49;MA;5
2022-06-12;50 - 59;FE;11
2022-06-12;50 - 59;MA;1
2022-06-12;60 - 69;FE;5
2022-06-12;60 - 69;MA;2
2022-06-12;70 - 79;MA;1
2022-06-13;> 89;MA;1
2022-06-13;10 - 19;FE;5
2022-06-13;10 - 19;MA;6
2022-06-13;20 - 29;FE;8
2022-06-13;20 - 29;MA;8
2022-06-13;30 - 39;FE;16
2022-06-13;30 - 39;MA;9
2022-06-13;40 - 49;FE;9
2022-06-13;40 - 49;MA;8
2022-06-13;50 - 59;FE;9
2022-06-13;50 - 59;MA;6
2022-06-13;60 - 69;FE;10
2022-06-13;60 - 69;MA;6
2022-06-13;70 - 79;FE;6
2022-06-13;70 - 79;MA;6
2022-06-13;80 - 89;FE;4
2022-06-13;80 - 89;MA;1
2022-06-14;> 89;FE;1
2022-06-14;00 - 09;FE;2
2022-06-14;00 - 09;MA;2
2022-06-14;10 - 19;FE;2
2022-06-14;20 - 29;FE;14
2022-06-14;20 - 29;MA;6
2022-06-14;30 - 39;FE;11
2022-06-14;30 - 39;MA;8
2022-06-14;40 - 49;FE;12
2022-06-14;40 - 49;MA;13
2022-06-14;50 - 59;FE;12
2022-06-14;50 - 59;MA;10
2022-06-14;60 - 69;FE;4
2022-06-14;60 - 69;MA;4
2022-06-14;70 - 79;FE;3
2022-06-14;70 - 79;MA;3
2022-06-14;80 - 89;FE;1
2022-06-14;80 - 89;MA;2
2022-06-15;> 89;FE;2
2022-06-15;00 - 09;FE;3
2022-06-15;10 - 19;FE;2
2022-06-15;10 - 19;MA;1
2022-06-15;20 - 29;FE;7
2022-06-15;20 - 29;MA;10
2022-06-15;30 - 39;FE;14
2022-06-15;30 - 39;MA;19
2022-06-15;40 - 49;FE;10
2022-06-15;40 - 49;MA;6
2022-06-15;50 - 59;FE;7
2022-06-15;50 - 59;MA;6
2022-06-15;60 - 69;FE;6
2022-06-15;60 - 69;MA;5
2022-06-15;70 - 79;FE;3
2022-06-15;70 - 79;MA;3
2022-06-15;80 - 89;FE;4
2022-06-15;80 - 89;MA;2
2022-06-16;> 89;FE;1
2022-06-16;00 - 09;FE;4
2022-06-16;10 - 19;FE;2
2022-06-16;10 - 19;MA;3
2022-06-16;20 - 29;FE;13
2022-06-16;20 - 29;MA;10
2022-06-16;30 - 39;FE;18
2022-06-16;30 - 39;MA;10
2022-06-16;40 - 49;FE;13
2022-06-16;40 - 49;MA;9
2022-06-16;50 - 59;FE;11
2022-06-16;50 - 59;MA;4
2022-06-16;60 - 69;FE;9
2022-06-16;60 - 69;MA;6
2022-06-16;70 - 79;FE;2
2022-06-16;70 - 79;MA;2
2022-06-16;80 - 89;FE;2
2022-06-16;80 - 89;MA;2
2022-06-17;> 89;MA;1
2022-06-17;00 - 09;FE;1
2022-06-17;00 - 09;MA;1
2022-06-17;10 - 19;FE;1
2022-06-17;10 - 19;MA;4
2022-06-17;20 - 29;FE;10
